HES,,
CD81,,
MEN1,,
LIN28B,,
SPN,,
MECOM,,
SLC40A1,,
EGR1,,
GATA1,,
TAL1,,
LYL1,,
GFI1B,,
NFE2,,
PBX1,,
MEIS1,,
ANGPT1,,
ETV6,,
PTPRC,,
HCK,,
CD44,,
SPI1,,
FNDC3B,,
LYZ,,
FCGR1A,,
